,age,profession,salary
2377,43.0,0,30587.0
2378,59.0,2,27646.0
2379,23.0,0,25226.0
2380,23.0,2,23838.0
2381,27.0,4,39809.0
2382,32.0,1,48619.0
2383,52.0,5,58436.0
2384,44.0,0,40344.0
2385,39.0,4,46848.0
2386,55.0,3,62833.0
2387,34.0,1,47558.0
2388,24.0,2,23611.0
2389,38.0,1,51354.0
2390,54.0,3,66303.0
2391,41.0,5,51241.0
2392,64.0,3,63028.0
2393,59.0,4,43610.0
2394,56.0,3,66356.0
2395,55.0,4,44769.0
2396,46.0,3,62703.0
2397,61.0,2,26936.0
2398,47.0,0,36207.0
2399,37.0,4,42644.0
2400,29.0,5,52389.0
2401,57.0,5,61535.0
2402,37.0,4,47026.0
2403,56.0,2,26464.0
2404,64.0,4,48742.0
2405,38.0,1,52707.0
2406,35.0,5,53508.0
2407,28.0,0,28821.0
2408,41.0,5,58174.0
2409,49.0,4,44499.0
2410,34.0,5,45857.0
2411,42.0,1,58465.0
2412,44.0,3,56691.0
2413,32.0,1,51648.0
2414,21.0,4,27298.0
2415,30.0,3,56925.0
2416,56.0,4,46817.0
2417,33.0,4,37357.0
2418,21.0,0,13240.0
2419,39.0,2,25376.0
2420,51.0,1,59211.0
2421,54.0,5,61496.0
2422,39.0,3,62665.0
2423,46.0,0,37890.0
2424,54.0,2,24938.0
2425,60.0,3,60530.0
2426,49.0,1,56231.0
2427,51.0,3,67905.0
2428,24.0,4,21351.0
2429,39.0,3,63615.0
2430,60.0,3,66318.0
2431,27.0,3,51017.0
2432,34.0,1,46579.0
2433,51.0,3,70237.0
2434,61.0,0,36851.0
2435,23.0,4,25219.0
2436,59.0,2,26132.0
2437,30.0,4,38395.0
2438,59.0,1,54829.0
2439,60.0,5,66220.0
2440,55.0,3,70673.0
2441,62.0,5,60858.0
2442,63.0,1,55507.0
2443,62.0,3,65317.0
2444,43.0,4,46441.0
2445,41.0,4,44041.0
2446,25.0,1,37572.0
2447,30.0,2,23374.0
2448,49.0,1,59419.0
2449,26.0,3,52213.0
2450,62.0,2,29293.0
2451,30.0,0,30928.0
2452,24.0,1,36784.0
2453,31.0,2,22427.0
2454,22.0,3,37409.0
2455,27.0,5,46703.0
2456,46.0,5,53720.0
2457,33.0,4,40647.0
2458,56.0,5,57751.0
2459,38.0,0,37351.0
2460,52.0,5,58322.0
2461,52.0,3,70662.0
2462,26.0,2,24563.0
2463,23.0,2,19823.0
2464,58.0,2,26399.0
2465,52.0,4,49076.0
2466,28.0,2,26009.0
2467,51.0,0,43914.0
2468,35.0,5,51845.0
2469,23.0,3,38366.0
2470,30.0,2,27185.0
2471,54.0,4,44468.0
2472,38.0,2,24767.0
2473,45.0,3,65391.0
2474,26.0,0,27475.0
2475,24.0,1,34636.0
2476,31.0,2,25335.0
2477,41.0,4,46522.0
2478,58.0,4,49079.0
2479,54.0,4,48330.0
2480,27.0,2,21576.0
2481,23.0,2,24175.0
2482,30.0,3,50562.0
2483,58.0,1,53152.0
2484,43.0,3,62650.0
2485,56.0,3,70685.0
2486,37.0,5,53965.0
2487,47.0,2,28566.0
2488,47.0,0,39205.0
2489,48.0,2,27746.0
2490,41.0,4,47085.0
2491,31.0,2,26138.0
2492,39.0,2,25246.0
2493,64.0,2,27910.0
2494,32.0,1,47613.0
2495,53.0,4,49023.0
2496,63.0,4,46778.0
2497,45.0,5,65857.0
2498,42.0,0,40034.0
2499,25.0,4,33689.0
2500,54.0,0,35671.0
2501,61.0,0,35724.0
2502,64.0,5,59766.0
2503,29.0,2,25333.0
2504,61.0,1,52428.0
2505,37.0,1,54435.0
2506,48.0,0,39115.0
2507,30.0,3,47586.0
2508,31.0,3,46467.0
2509,48.0,3,67509.0
2510,42.0,0,39663.0
2511,63.0,5,63623.0
2512,32.0,0,37071.0
2513,60.0,2,28990.0
2514,41.0,3,65354.0
2515,26.0,0,28471.0
2516,31.0,3,52725.0
2517,54.0,3,66196.0
2518,57.0,3,57183.0
2519,22.0,2,21785.0
2520,38.0,5,51818.0
2521,42.0,1,54045.0
2522,48.0,4,48231.0
2523,49.0,2,28647.0
2524,57.0,2,27087.0
2525,32.0,1,47954.0
2526,25.0,4,39767.0
2527,28.0,1,42268.0
2528,62.0,2,28012.0
2529,45.0,2,28847.0
2530,30.0,0,34021.0
2531,55.0,4,47184.0
2532,46.0,1,62439.0
2533,37.0,5,51375.0
2534,21.0,3,40732.0
2535,55.0,1,58931.0
2536,52.0,3,67100.0
2537,32.0,2,23202.0
2538,32.0,2,25783.0
2539,32.0,5,48916.0
2540,50.0,3,65362.0
2541,33.0,5,49752.0
2542,34.0,5,50810.0
2543,37.0,5,57847.0
2544,64.0,2,28731.0
2545,41.0,2,24713.0
2546,37.0,5,52537.0
2547,41.0,5,58684.0
2548,52.0,2,28893.0
2549,60.0,4,43959.0
2550,65.0,3,65782.0
2551,42.0,0,35750.0
2552,41.0,0,39206.0
2553,35.0,0,34530.0
2554,55.0,1,57373.0
2555,50.0,5,63379.0
2556,36.0,1,48162.0
2557,43.0,5,59623.0
2558,29.0,2,24715.0
2559,51.0,2,24932.0
2560,31.0,1,42601.0
2561,36.0,3,65638.0
2562,23.0,3,33642.0
2563,30.0,1,46978.0
2564,29.0,4,39029.0
2565,53.0,4,46720.0
2566,51.0,4,44917.0
2567,44.0,2,25655.0
2568,37.0,3,57554.0
2569,60.0,2,28156.0
2570,60.0,5,60345.0
2571,47.0,2,24575.0
2572,50.0,1,58229.0
2573,56.0,2,29062.0
2574,53.0,5,60414.0
2575,30.0,5,59083.0
2576,43.0,2,28986.0
2577,27.0,5,47087.0
2578,56.0,1,47587.0
2579,49.0,1,59153.0
2580,64.0,1,55828.0
2581,26.0,1,37718.0
2582,43.0,1,52505.0
2583,53.0,1,55710.0
2584,59.0,2,29300.0
2585,58.0,0,37763.0
2586,29.0,2,21982.0
2587,64.0,3,57988.0
2588,64.0,2,27517.0
2589,64.0,2,28823.0
2590,48.0,1,56800.0
2591,57.0,0,39116.0
2592,23.0,5,51394.0
2593,31.0,5,51157.0
2594,24.0,2,24252.0
2595,43.0,4,48666.0
2596,63.0,0,35762.0
2597,49.0,1,58689.0
2598,41.0,3,66074.0
2599,56.0,4,44246.0
2600,45.0,4,44399.0
2601,41.0,2,26252.0
2602,48.0,5,55080.0
2603,43.0,3,67047.0
2604,49.0,1,55868.0
2605,56.0,2,27954.0
2606,41.0,1,54277.0
2607,39.0,0,38713.0
2608,45.0,0,39140.0
2609,61.0,2,27602.0
2610,39.0,0,42197.0
2611,58.0,5,55919.0
2612,48.0,5,58211.0
2613,21.0,4,26075.0
2614,41.0,4,43780.0
2615,29.0,3,48418.0
2616,27.0,4,40400.0
2617,31.0,5,51092.0
2618,52.0,3,72070.0
2619,48.0,4,46372.0
2620,44.0,1,57437.0
2621,42.0,5,54874.0
2622,38.0,4,42250.0
2623,60.0,0,32206.0
2624,62.0,1,52525.0
2625,54.0,0,40169.0
2626,33.0,1,49470.0
2627,61.0,4,44051.0
2628,57.0,4,47404.0
2629,26.0,5,48820.0
2630,35.0,0,28541.0
2631,35.0,3,55837.0
2632,53.0,4,46363.0
2633,44.0,5,55940.0
2634,32.0,0,34006.0
2635,30.0,3,52728.0
2636,41.0,0,41399.0
2637,50.0,0,40484.0
2638,43.0,5,53589.0
2639,32.0,5,51916.0
2640,48.0,1,59507.0
2641,65.0,5,61093.0
2642,28.0,5,49382.0
2643,44.0,3,63043.0
2644,37.0,1,54004.0
2645,30.0,4,36735.0
2646,59.0,3,61833.0
2647,63.0,2,28382.0
2648,36.0,5,54861.0
2649,36.0,3,60727.0
2650,24.0,1,39689.0
2651,48.0,2,24192.0
2652,21.0,1,32106.0
2653,42.0,3,61907.0
2654,27.0,1,40037.0
2655,50.0,3,63004.0
2656,62.0,2,27999.0
2657,24.0,0,27355.0
2658,55.0,0,39182.0
2659,57.0,0,39937.0
2660,28.0,0,29975.0
2661,62.0,0,36128.0
2662,48.0,3,63761.0
2663,44.0,3,66405.0
2664,50.0,0,38552.0
2665,33.0,2,26022.0
2666,21.0,1,30311.0
2667,40.0,3,63415.0
2668,53.0,3,67218.0
2669,61.0,3,60447.0
2670,39.0,2,23780.0
2671,32.0,0,31677.0
2672,26.0,4,36350.0
2673,62.0,4,47225.0
2674,30.0,5,49222.0
2675,61.0,4,43715.0
2676,28.0,1,41209.0
2677,21.0,4,24840.0
2678,30.0,5,51582.0
2679,42.0,0,39933.0
2680,36.0,3,63976.0
2681,61.0,3,59993.0
2682,45.0,5,57545.0
2683,25.0,3,51127.0
2684,48.0,5,60047.0
2685,38.0,4,46033.0
2686,51.0,4,48133.0
2687,55.0,0,41519.0
2688,64.0,3,68720.0
2689,46.0,4,47218.0
2690,37.0,0,35039.0
2691,40.0,5,57854.0
2692,38.0,4,46678.0
2693,40.0,5,61942.0
2694,21.0,3,31784.0
2695,31.0,5,52958.0
2696,64.0,5,65308.0
2697,62.0,0,37667.0
2698,22.0,5,49515.0
2699,64.0,3,60575.0
2700,56.0,2,27517.0
2701,20.0,1,23841.0
2702,61.0,2,26914.0
2703,63.0,3,61425.0
2704,48.0,3,65310.0
2705,55.0,4,46178.0
2706,35.0,4,37817.0
2707,46.0,4,49025.0
2708,53.0,3,64056.0
2709,45.0,5,59375.0
2710,34.0,5,56198.0
2711,49.0,5,61642.0
2712,58.0,4,45023.0
2713,58.0,1,53161.0
2714,26.0,5,48433.0
2715,40.0,5,58670.0
2716,22.0,1,28705.0
2717,48.0,5,57833.0
2718,31.0,3,51755.0
2719,62.0,4,46232.0
2720,48.0,2,27193.0
2721,38.0,1,54267.0
2722,53.0,2,28052.0
2723,29.0,1,44382.0
2724,24.0,0,25396.0
2725,24.0,2,23081.0
2726,46.0,5,51834.0
2727,60.0,0,39032.0
2728,30.0,1,47720.0
2729,54.0,1,59445.0
2730,22.0,1,32199.0
2731,36.0,0,39085.0
2732,49.0,1,58134.0
2733,57.0,3,64500.0
2734,62.0,2,27839.0
2735,48.0,3,62542.0
2736,41.0,5,55082.0
2737,23.0,0,19183.0
2738,32.0,1,46426.0
2739,62.0,5,66169.0
2740,46.0,1,53149.0
2741,35.0,0,35812.0
2742,31.0,1,48631.0
2743,25.0,2,21591.0
2744,54.0,1,56361.0
2745,39.0,3,64025.0
2746,62.0,1,60157.0
2747,40.0,3,64973.0
2748,57.0,5,54288.0
2749,26.0,1,38965.0
2750,27.0,3,44529.0
2751,32.0,4,38628.0
2752,29.0,0,32539.0
2753,64.0,2,28727.0
2754,56.0,3,64335.0
2755,36.0,1,53831.0
2756,43.0,2,26602.0
2757,44.0,2,26393.0
2758,47.0,5,56081.0
2759,25.0,0,23578.0
2760,36.0,3,66153.0
2761,24.0,5,49357.0
2762,61.0,5,67586.0
2763,38.0,3,64852.0
2764,53.0,2,28813.0
2765,61.0,0,36840.0
2766,34.0,1,51180.0
2767,24.0,4,25350.0
2768,35.0,0,34178.0
2769,50.0,4,50492.0
2770,42.0,5,56675.0
2771,23.0,2,23663.0
2772,23.0,4,28216.0
2773,51.0,5,62606.0
2774,53.0,4,48548.0
2775,25.0,3,35218.0
2776,56.0,3,62355.0
2777,36.0,1,53228.0
2778,23.0,0,18298.0
2779,35.0,4,46068.0
2780,53.0,3,66307.0
2781,50.0,5,64007.0
2782,42.0,4,48773.0
2783,33.0,1,54134.0
2784,39.0,5,56510.0
2785,37.0,0,34769.0
2786,38.0,0,35586.0
2787,42.0,3,60313.0
2788,40.0,3,67514.0
2789,25.0,4,27279.0
2790,33.0,3,50222.0
2791,26.0,1,44809.0
2792,47.0,0,32254.0
2793,39.0,5,51290.0
2794,50.0,2,26885.0
2795,24.0,1,37290.0
2796,36.0,0,34082.0
2797,28.0,4,37374.0
2798,24.0,5,52461.0
2799,55.0,5,63546.0
2800,26.0,5,49747.0
2801,28.0,1,43941.0
2802,37.0,0,36192.0
2803,33.0,3,49823.0
2804,61.0,3,65578.0
2805,64.0,0,33251.0
2806,39.0,5,57621.0
2807,29.0,3,53878.0
2808,42.0,4,45071.0
2809,42.0,3,62251.0
2810,41.0,5,56691.0
2811,21.0,4,27853.0
2812,26.0,3,48793.0
2813,26.0,3,50654.0
2814,36.0,5,50947.0
2815,46.0,2,27785.0
2816,60.0,5,58163.0
2817,30.0,0,27878.0
2818,55.0,0,38251.0
2819,30.0,0,33492.0
2820,21.0,2,16823.0
2821,49.0,3,64332.0
2822,30.0,5,52323.0
2823,61.0,5,62048.0
2824,62.0,0,39016.0
2825,25.0,4,25840.0
2826,29.0,1,43906.0
2827,29.0,2,24566.0
2828,61.0,5,65981.0
2829,24.0,5,45943.0
2830,54.0,4,44641.0
2831,33.0,1,53487.0
2832,46.0,0,40944.0
2833,28.0,5,48513.0
2834,56.0,1,56180.0
2835,50.0,1,55588.0
2836,21.0,3,37798.0
2837,31.0,1,46416.0
2838,41.0,3,72453.0
2839,44.0,5,46204.0
2840,57.0,2,28118.0
2841,37.0,2,22667.0
2842,62.0,5,62420.0
2843,29.0,5,58055.0
2844,59.0,0,35080.0
2845,61.0,4,42483.0
2846,48.0,0,34749.0
2847,64.0,0,38952.0
2848,38.0,3,61405.0
2849,51.0,0,40589.0
2850,20.0,1,31469.0
2851,32.0,2,23453.0
2852,45.0,2,24701.0
2853,59.0,3,61947.0
2854,63.0,5,66202.0
2855,46.0,2,25747.0
2856,59.0,1,55925.0
2857,56.0,1,57498.0
2858,55.0,5,63416.0
2859,25.0,1,36368.0
2860,42.0,0,37835.0
2861,42.0,3,67120.0
2862,55.0,4,41109.0
2863,46.0,0,44164.0
2864,57.0,3,62001.0
2865,63.0,2,26246.0
2866,45.0,4,50444.0
2867,56.0,0,35979.0
2868,45.0,5,60403.0
2869,48.0,5,58285.0
2870,41.0,4,46786.0
2871,63.0,3,57992.0
2872,57.0,4,46053.0
2873,54.0,0,40806.0
2874,35.0,5,53877.0
2875,42.0,4,43532.0
2876,59.0,4,46341.0
2877,62.0,2,27274.0
2878,65.0,0,40773.0
2879,53.0,3,63502.0
2880,53.0,3,64388.0
2881,24.0,1,39111.0
2882,54.0,5,57866.0
2883,36.0,2,22972.0
2884,59.0,5,64965.0
2885,21.0,5,49624.0
2886,62.0,0,40345.0
2887,42.0,0,36779.0
2888,26.0,2,23506.0
2889,47.0,3,66837.0
2890,51.0,0,38738.0
2891,55.0,1,58792.0
2892,52.0,5,64468.0
2893,45.0,2,24889.0
2894,24.0,3,36820.0
2895,59.0,3,66936.0
2896,64.0,5,61040.0
2897,55.0,0,39204.0
2898,22.0,3,41619.0
2899,54.0,0,37026.0
2900,32.0,0,35325.0
2901,63.0,2,30529.0
2902,23.0,5,43325.0
2903,24.0,2,21954.0
2904,28.0,4,34158.0
2905,54.0,5,58804.0
2906,49.0,0,36165.0
2907,53.0,4,46385.0
2908,36.0,5,53647.0
2909,60.0,5,62961.0
2910,40.0,4,45354.0
2911,26.0,5,53434.0
2912,55.0,3,68043.0
2913,44.0,0,42923.0
2914,47.0,5,59212.0
2915,37.0,5,55149.0
2916,52.0,1,53086.0
2917,22.0,5,46932.0
2918,42.0,3,63423.0
2919,39.0,2,27121.0
2920,54.0,4,46058.0
2921,32.0,3,55020.0
2922,31.0,4,36453.0
2923,34.0,2,22806.0
2924,42.0,2,24693.0
2925,29.0,0,30238.0
2926,51.0,5,55682.0
2927,35.0,1,49153.0
2928,39.0,0,34077.0
2929,45.0,0,39401.0
2930,37.0,2,24960.0
2931,52.0,2,25582.0
2932,50.0,5,58196.0
2933,54.0,3,66559.0
2934,44.0,4,42643.0
2935,37.0,0,39811.0
2936,29.0,0,33647.0
2937,40.0,1,54458.0
2938,59.0,2,31013.0
2939,25.0,0,26152.0
2940,30.0,5,49781.0
2941,50.0,5,55289.0
2942,46.0,2,25804.0
2943,61.0,4,46155.0
2944,21.0,1,31900.0
2945,60.0,0,36888.0
2946,53.0,5,58168.0
2947,55.0,4,51906.0
2948,37.0,4,43667.0
2949,34.0,4,35031.0
2950,21.0,4,23211.0
2951,55.0,4,43822.0
2952,27.0,5,50328.0
2953,30.0,5,47619.0
2954,32.0,5,51728.0
2955,59.0,2,29681.0
2956,33.0,4,38833.0
2957,39.0,1,54331.0
2958,54.0,1,55672.0
2959,60.0,5,62822.0
2960,56.0,2,26707.0
2961,44.0,5,57848.0
2962,20.0,2,20590.0
2963,27.0,1,41953.0
2964,31.0,2,25349.0
2965,39.0,3,67278.0
2966,36.0,0,37234.0
2967,43.0,3,64133.0
2968,39.0,0,37749.0
2969,53.0,2,23790.0
2970,22.0,1,33977.0
2971,65.0,3,66455.0
2972,58.0,5,63399.0
2973,35.0,0,37403.0
2974,38.0,0,35583.0
2975,63.0,2,25553.0
2976,62.0,4,48586.0
2977,38.0,1,53567.0
2978,23.0,4,23603.0
2979,64.0,0,37477.0
2980,49.0,1,56762.0
2981,51.0,3,59556.0
2982,32.0,3,52640.0
2983,57.0,2,26089.0
2984,45.0,5,57455.0
2985,41.0,2,26291.0
2986,53.0,3,66760.0
2987,37.0,0,37396.0
2988,39.0,5,59567.0
2989,49.0,3,64346.0
2990,49.0,2,24451.0
2991,64.0,1,52123.0
2992,45.0,3,68469.0
2993,34.0,0,33408.0
2994,33.0,2,24796.0
2995,44.0,4,42284.0
2996,25.0,4,38776.0
2997,46.0,3,64651.0
2998,38.0,2,23645.0
2999,36.0,3,66047.0
3000,29.0,1,42597.0
3001,42.0,3,62499.0
3002,22.0,1,28404.0
3003,47.0,1,58287.0
3004,33.0,4,35223.0
3005,61.0,0,38084.0
3006,44.0,1,60248.0
3007,55.0,2,25651.0
3008,58.0,5,57644.0
3009,60.0,4,48066.0
3010,59.0,2,28029.0
3011,30.0,3,52575.0
3012,34.0,1,48770.0
3013,52.0,4,44398.0
3014,44.0,2,25172.0
3015,47.0,5,58531.0
3016,50.0,5,55767.0
3017,25.0,1,36389.0
3018,28.0,2,23682.0
3019,49.0,5,57973.0
3020,48.0,0,39997.0
3021,57.0,3,62425.0
3022,51.0,3,72280.0
3023,29.0,3,52367.0
3024,23.0,3,35235.0
3025,38.0,3,65749.0
3026,37.0,2,21699.0
3027,55.0,2,27886.0
3028,50.0,5,54932.0
3029,59.0,0,37731.0
3030,43.0,0,39185.0
3031,33.0,0,33643.0
3032,43.0,3,55589.0
3033,30.0,1,40300.0
3034,23.0,0,25647.0
3035,42.0,1,53512.0
3036,39.0,1,54172.0
3037,21.0,0,24230.0
3038,52.0,4,44551.0
3039,49.0,0,38313.0
3040,23.0,5,49482.0
3041,52.0,5,53723.0
3042,24.0,5,60696.0
3043,43.0,1,56869.0
3044,48.0,1,63613.0
3045,42.0,5,56614.0
3046,54.0,3,66199.0
3047,37.0,3,60394.0
3048,30.0,5,44504.0
3049,42.0,1,55969.0
3050,35.0,2,21531.0
3051,27.0,0,23275.0
3052,41.0,4,48759.0
3053,29.0,1,43266.0
3054,41.0,0,40259.0
3055,47.0,2,24929.0
3056,55.0,3,59007.0
3057,58.0,1,54735.0
3058,50.0,5,59092.0
3059,60.0,4,44591.0
3060,45.0,5,56400.0
3061,52.0,2,26561.0
3062,55.0,2,26984.0
3063,57.0,3,62137.0
3064,54.0,5,61633.0
3065,61.0,3,63300.0
3066,41.0,2,27569.0
3067,63.0,3,60490.0
3068,38.0,0,37729.0
3069,23.0,5,46180.0
3070,28.0,4,36755.0
3071,45.0,2,26705.0
3072,21.0,0,22339.0
3073,27.0,1,41386.0
3074,37.0,3,63674.0
3075,48.0,5,59584.0
3076,27.0,2,22259.0
3077,46.0,5,60946.0
3078,50.0,3,64586.0
3079,54.0,4,48270.0
3080,50.0,0,40832.0
3081,31.0,4,38274.0
3082,65.0,1,55621.0
3083,60.0,2,26854.0
3084,37.0,1,50278.0
3085,21.0,3,36846.0
3086,44.0,3,62123.0
3087,59.0,2,27235.0
3088,57.0,0,43023.0
3089,60.0,3,63255.0
3090,64.0,2,29946.0
3091,52.0,4,48617.0
3092,27.0,4,36608.0
3093,22.0,2,20907.0
3094,27.0,0,23373.0
3095,29.0,3,51993.0
3096,23.0,4,29640.0
3097,40.0,4,45929.0
3098,55.0,2,28960.0
3099,20.0,1,29896.0
3100,56.0,0,34761.0
3101,62.0,3,63212.0
3102,27.0,1,41207.0
3103,21.0,4,25001.0
3104,42.0,3,62393.0
3105,59.0,0,41197.0
3106,53.0,4,48120.0
3107,22.0,1,22520.0
3108,50.0,5,56108.0
3109,57.0,0,37850.0
3110,32.0,2,26135.0
3111,49.0,0,39498.0
3112,42.0,3,64970.0
3113,29.0,2,23116.0
3114,61.0,3,61913.0
3115,30.0,4,37204.0
3116,58.0,5,59744.0
3117,52.0,2,27932.0
3118,30.0,3,58310.0
3119,52.0,3,61794.0
3120,21.0,5,46960.0
3121,31.0,1,47556.0
3122,33.0,3,50424.0
3123,60.0,5,62034.0
3124,61.0,1,53330.0
3125,32.0,2,22715.0
3126,41.0,2,19981.0
3127,64.0,4,45386.0
3128,50.0,4,47015.0
3129,23.0,0,22058.0
3130,38.0,1,53146.0
3131,39.0,4,49150.0
3132,34.0,4,35475.0
3133,43.0,3,67812.0
3134,53.0,2,26817.0
3135,51.0,5,58803.0
3136,36.0,5,40888.0
3137,53.0,2,27593.0
3138,44.0,2,28127.0
3139,55.0,5,58511.0
3140,25.0,2,22598.0
3141,38.0,2,28438.0
3142,38.0,5,55065.0
3143,36.0,0,35536.0
3144,51.0,4,46033.0
3145,45.0,4,48660.0
3146,37.0,2,25621.0
3147,44.0,1,56392.0
3148,52.0,5,57327.0
3149,50.0,4,48928.0
3150,54.0,5,59501.0
3151,58.0,2,25906.0
3152,53.0,5,53387.0
3153,28.0,4,40523.0
3154,58.0,1,53590.0
3155,35.0,2,25747.0
3156,50.0,1,63177.0
3157,65.0,3,65154.0
3158,33.0,1,50991.0
3159,32.0,4,37845.0
3160,28.0,2,21664.0
3161,64.0,3,67107.0
3162,39.0,3,59037.0
3163,55.0,3,67396.0
3164,22.0,4,25864.0
3165,28.0,3,50873.0
3166,23.0,3,36338.0
3167,57.0,3,57280.0
3168,25.0,3,33365.0
3169,62.0,4,46020.0
3170,50.0,2,26161.0
3171,61.0,1,51589.0
3172,38.0,1,53961.0
3173,44.0,1,55750.0
3174,21.0,3,35724.0
3175,41.0,4,44015.0
3176,47.0,1,57335.0
3177,25.0,3,36750.0
3178,64.0,2,29397.0
3179,20.0,5,47469.0
3180,32.0,5,55261.0
3181,48.0,5,60237.0
3182,42.0,5,64109.0
3183,31.0,5,44964.0
3184,64.0,3,61736.0
3185,28.0,3,48331.0
3186,46.0,1,60332.0
3187,25.0,4,37662.0
3188,23.0,1,33829.0
3189,42.0,2,24438.0
3190,56.0,5,67135.0
3191,44.0,0,38342.0
3192,33.0,0,34184.0
3193,21.0,4,25274.0
3194,62.0,4,44824.0
3195,30.0,4,36088.0
3196,46.0,2,25634.0
3197,21.0,0,14755.0
3198,24.0,1,36568.0
3199,28.0,5,53225.0
3200,25.0,3,51707.0
3201,44.0,5,56524.0
3202,38.0,0,35126.0
3203,56.0,1,53740.0
3204,25.0,4,36147.0
3205,39.0,0,42090.0
3206,39.0,2,29161.0
3207,30.0,5,50698.0
3208,24.0,0,23445.0
3209,20.0,0,22354.0
3210,21.0,3,36664.0
3211,38.0,1,56159.0
3212,22.0,1,34537.0
3213,38.0,3,63233.0
3214,40.0,3,63452.0
3215,40.0,4,46930.0
3216,29.0,0,36458.0
3217,42.0,4,42770.0
3218,38.0,4,45647.0
3219,65.0,4,44641.0
3220,22.0,1,38985.0
3221,22.0,4,26523.0
3222,57.0,0,40960.0
3223,32.0,4,38101.0
3224,28.0,0,29921.0
3225,59.0,3,72048.0
3226,44.0,2,25361.0
3227,48.0,1,57171.0
3228,20.0,1,28648.0
3229,32.0,2,23803.0
3230,32.0,2,23494.0
3231,54.0,2,26376.0
3232,37.0,2,25958.0
3233,46.0,0,36137.0
3234,62.0,2,29039.0
3235,64.0,2,27603.0
3236,26.0,2,23286.0
3237,45.0,1,57934.0
3238,51.0,1,54920.0
3239,55.0,0,35796.0
3240,61.0,3,61657.0
3241,53.0,3,66471.0
3242,51.0,4,47974.0
3243,22.0,1,30418.0
3244,45.0,2,30533.0
3245,47.0,1,57532.0
3246,51.0,5,55074.0
3247,46.0,4,44731.0
3248,38.0,0,34119.0
3249,42.0,4,45752.0
3250,64.0,5,64985.0
3251,35.0,3,51201.0
3252,55.0,5,59233.0
3253,47.0,1,55540.0
3254,40.0,1,55697.0
3255,39.0,3,58631.0
3256,44.0,3,65185.0
3257,56.0,4,45898.0
3258,25.0,5,50076.0
3259,61.0,1,57464.0
3260,55.0,5,66003.0
3261,36.0,0,34869.0
3262,20.0,2,21203.0
3263,25.0,2,22144.0
3264,26.0,4,39595.0
3265,25.0,2,23708.0
3266,25.0,4,28116.0
3267,63.0,0,32923.0
3268,50.0,5,63978.0
3269,57.0,1,55596.0
3270,45.0,3,70688.0
3271,48.0,2,29150.0
3272,60.0,0,39341.0
3273,32.0,3,50879.0
3274,51.0,5,58788.0
3275,60.0,3,61757.0
3276,62.0,4,40348.0
3277,40.0,5,50315.0
3278,59.0,1,52607.0
3279,43.0,0,38419.0
3280,32.0,4,40297.0
3281,31.0,4,36259.0
3282,40.0,0,40871.0
3283,32.0,2,24908.0
3284,21.0,2,24730.0
3285,25.0,4,25735.0
3286,58.0,5,61580.0
3287,60.0,4,46307.0
3288,59.0,1,57084.0
3289,45.0,3,66039.0
3290,62.0,1,56952.0
3291,42.0,3,64377.0
3292,41.0,5,55327.0
3293,41.0,3,60211.0
3294,31.0,4,34995.0
3295,48.0,4,48577.0
3296,40.0,2,23459.0
3297,64.0,0,42425.0
3298,28.0,5,45823.0
3299,23.0,2,22111.0
3300,36.0,5,47900.0
3301,30.0,5,53589.0
3302,65.0,4,50202.0
3303,45.0,3,63944.0
3304,36.0,1,53550.0
3305,49.0,0,37775.0
3306,40.0,5,56824.0
3307,29.0,5,51117.0
3308,38.0,4,42920.0
3309,33.0,5,51511.0
3310,49.0,1,57787.0
3311,57.0,3,68384.0
3312,32.0,1,47804.0
3313,48.0,3,69925.0
3314,52.0,5,61304.0
3315,37.0,1,52764.0
3316,42.0,2,25250.0
3317,36.0,3,61564.0
3318,37.0,2,23846.0
3319,40.0,5,54788.0
3320,33.0,2,22626.0
3321,42.0,1,59110.0
3322,54.0,1,59060.0
3323,38.0,1,52496.0
3324,63.0,1,54201.0
3325,30.0,5,52099.0
3326,40.0,3,63167.0
3327,47.0,2,29352.0
3328,44.0,0,39050.0
3329,63.0,5,66186.0
3330,35.0,0,28096.0
3331,37.0,2,23832.0
3332,47.0,4,46461.0
3333,47.0,0,41451.0
3334,55.0,1,53487.0
3335,56.0,5,63703.0
3336,20.0,0,19163.0
3337,54.0,1,59254.0
3338,52.0,0,39008.0
3339,46.0,4,51526.0
3340,34.0,0,38293.0
3341,61.0,0,39802.0
3342,53.0,2,28255.0
3343,32.0,4,35767.0
3344,34.0,5,43594.0
3345,52.0,1,57689.0
3346,61.0,3,62939.0
3347,42.0,4,45450.0
3348,60.0,4,41717.0
3349,37.0,5,54995.0
3350,38.0,0,37028.0
3351,51.0,0,44742.0
3352,22.0,4,23990.0
3353,26.0,2,21185.0
3354,53.0,4,48679.0
3355,31.0,4,41139.0
3356,28.0,2,23991.0
3357,24.0,5,47499.0
3358,30.0,5,52117.0
3359,31.0,2,24847.0
3360,35.0,0,35159.0
3361,62.0,5,61169.0
3362,49.0,5,59098.0
3363,51.0,5,60101.0
3364,26.0,0,28280.0
3365,29.0,4,31006.0
3366,60.0,5,62449.0
3367,49.0,2,21495.0
3368,56.0,4,45851.0
3369,36.0,3,64681.0
3370,46.0,2,24474.0
3371,43.0,4,50051.0
3372,29.0,3,55382.0
3373,57.0,4,42474.0
3374,35.0,1,49143.0
3375,41.0,1,53771.0
