,age,edu_lvl,salary
873,37.0,0,46908.19995881721
874,52.0,1,57028.8236509402
875,60.0,2,62192.03907617347
876,38.0,2,56143.825639188355
877,34.0,2,52363.70392036358
878,47.0,1,57046.45556810598
879,46.0,2,61470.451437689146
880,38.0,0,49788.792175260685
881,47.0,0,51976.216801771145
882,62.0,2,63345.136017804005
883,41.0,2,60058.879208847386
884,29.0,2,44933.00278180001
885,37.0,1,51603.2593066377
886,38.0,0,48568.29032034022
887,26.0,2,40348.134617230106
888,27.0,0,36596.88345486253
889,51.0,0,51944.17260899493
890,35.0,2,52248.11560457356
891,63.0,0,49409.541645560006
892,31.0,0,42494.23313312433
893,24.0,2,37676.62070612027
894,54.0,2,62451.91902926017
895,60.0,2,62639.07957192775
896,33.0,0,43013.98234281939
897,29.0,0,39683.791148257
898,28.0,2,44710.958196414285
899,43.0,0,51676.86461752995
900,41.0,0,51650.89469404656
901,32.0,1,46474.338025933765
902,22.0,1,31703.97882198099
903,42.0,2,59226.80509804889
904,63.0,1,55693.9411894694
905,49.0,2,63242.92183833776
906,42.0,1,55731.5330187362
907,25.0,2,38725.71718044073
908,31.0,1,45065.616712017596
909,33.0,2,50872.06269921764
910,54.0,2,62858.18679307639
911,59.0,2,62507.42285524823
912,61.0,1,56125.53420047673
913,64.0,1,55495.189444269505
914,64.0,1,56254.61251106726
915,63.0,0,49968.40211396437
916,23.0,0,31340.61471995482
917,26.0,2,40888.28959739306
918,34.0,0,44109.478711803866
919,45.0,1,56356.279901599824
920,24.0,1,35704.278225684684
921,58.0,1,56563.45291928024
922,48.0,2,62202.62385164803
923,44.0,0,51933.57307480049
924,27.0,2,43145.519007158524
925,31.0,2,48701.2638608892
926,27.0,2,42800.02798761144
927,58.0,2,61767.65919328968
928,46.0,1,56589.136285775385
929,53.0,1,57548.42500670041
930,33.0,2,51133.92436026437
931,37.0,2,55595.454230768984
932,38.0,0,49139.92398659595
933,54.0,1,56806.20499064931
934,55.0,1,56204.874055883265
935,29.0,0,39846.54289907298
936,62.0,0,50047.66290744565
937,25.0,0,34677.089861491186
938,60.0,2,61767.85783826565
939,25.0,1,35998.8889148082
940,32.0,1,45607.51024142504
941,58.0,0,50821.11910474106
942,28.0,1,40703.116242903736
943,39.0,2,57541.293232654556
944,40.0,2,59132.32133289091
945,31.0,2,48582.96882093824
946,52.0,0,53029.69549523832
947,58.0,1,56867.920314193456
948,59.0,1,56276.072051332805
949,35.0,2,53553.93038355207
950,44.0,2,61333.46333340177
951,31.0,2,48742.115940659656
952,31.0,0,42488.689374286536
953,27.0,1,38904.95653944487
954,62.0,2,62463.35375084488
955,60.0,0,50374.09166758695
956,55.0,1,56661.823358989175
957,43.0,0,51483.0566050627
958,42.0,0,51365.92042035371
959,44.0,1,55647.442793557115
960,44.0,1,56130.62203284662
961,40.0,1,54424.12914363623
962,26.0,0,35380.37174146784
963,26.0,2,39871.90971888382
964,63.0,1,56117.714236813496
965,42.0,2,60081.678447828344
966,63.0,2,62488.05306784626
967,27.0,1,39862.46101559152
968,45.0,0,50698.84925126135
969,29.0,0,40299.53605143243
970,31.0,2,48216.00707970796
971,21.0,0,27916.802944099712
972,25.0,1,36905.06523314812
973,61.0,1,56914.878843232844
974,34.0,2,53283.94294077103
975,47.0,2,61117.42594421911
976,41.0,1,54573.477546698094
977,38.0,2,56787.22582783844
978,44.0,1,56104.93240466221
979,28.0,1,40932.740989752856
980,64.0,2,62042.98095569687
981,57.0,2,62798.77047287338
982,53.0,0,51210.3924443269
983,41.0,1,54776.2493953415
984,27.0,2,41477.0375251274
985,61.0,0,49964.88078880512
986,35.0,1,50245.64558828325
987,22.0,0,29400.850394522626
988,35.0,2,53517.45696078619
989,56.0,0,52472.97564065702
990,48.0,1,56527.31823977796
991,54.0,0,51415.95603864562
992,56.0,2,62839.04443714546
993,30.0,0,40816.359260215526
994,62.0,1,56393.350591984374
995,40.0,2,59555.92234208279
996,49.0,1,57347.63152165785
997,20.0,0,24752.20552074001
998,65.0,2,62078.33960087338
999,33.0,0,43354.84555633822
1000,23.0,1,33400.68821884208
1001,41.0,0,51575.58081247898
1002,26.0,2,39215.74223375616
1003,27.0,0,37062.0552355271
1004,48.0,2,62428.138189625184
1005,38.0,0,48519.50155611009
1006,61.0,2,62312.44302711966
1007,34.0,0,46058.13077793141
1008,53.0,0,50978.62288665741
1009,41.0,0,51335.12015606547
1010,50.0,2,62940.93781034865
1011,47.0,2,61400.84535292083
1012,41.0,1,55642.774600109624
1013,63.0,1,56001.02741665897
1014,35.0,0,46030.09428911705
1015,28.0,0,37626.3614070782
1016,51.0,1,57804.54135973033
1017,58.0,1,56375.11261134533
1018,22.0,2,32375.847941010892
1019,40.0,0,51096.21999271384
1020,60.0,0,50194.87547873684
1021,54.0,1,56527.16215222724
1022,65.0,0,49146.46954381596
1023,44.0,1,56362.04375051249
1024,50.0,2,62405.007603213846
1025,34.0,2,50800.81475341525
1026,63.0,1,56213.08138420785
1027,36.0,2,55299.6945730912
1028,53.0,0,52959.9206674688
1029,38.0,2,57490.49303756327
1030,45.0,2,60345.96895339289
1031,52.0,0,52450.99855385338
1032,43.0,2,60143.97485041263
1033,61.0,1,55760.17347737978
1034,39.0,2,57784.150954012744
1035,49.0,0,53327.07298642099
1036,35.0,2,54085.50350356251
1037,38.0,2,56533.73518135639
1038,40.0,2,58769.5644530543
1039,26.0,0,34882.43375709758
1040,24.0,0,31522.1443504082
1041,50.0,1,56648.5764639948
1042,49.0,1,57451.888478413675
1043,50.0,0,52558.47809588515
1044,21.0,2,30395.359724323742
1045,35.0,1,49358.05547510692
1046,29.0,1,42822.40891685593
1047,55.0,0,51387.48636267663
1048,59.0,2,62529.90589309559
1049,31.0,1,45496.38453103641
1050,50.0,0,52708.872208515146
1051,26.0,2,39201.232341621304
1052,32.0,0,42929.3030560203
1053,26.0,1,37910.5485996951
1054,33.0,1,46603.86442126876
1055,50.0,0,53160.85532284507
1056,61.0,2,62720.766873300054
1057,29.0,0,39144.9495534313
1058,44.0,2,60430.576921576576
1059,52.0,2,63065.19606852516
1060,63.0,0,49312.42697975069
1061,47.0,1,57288.972359652835
1062,31.0,0,43171.40174151246
1063,48.0,1,57644.69974760506
1064,34.0,1,48954.51457535371
1065,64.0,1,56340.35698243227
1066,38.0,2,56321.392290543736
1067,51.0,1,58658.51592554848
1068,21.0,2,31743.23515513433
1069,38.0,1,53376.43866472535
1070,59.0,1,56381.01131054114
1071,47.0,0,52368.742516550155
1072,40.0,0,51249.161628149624
1073,62.0,1,55612.145667945966
1074,58.0,1,56177.84862238159
1075,34.0,1,48847.424576024176
1076,45.0,2,61129.3036040741
1077,42.0,0,50390.59990670162
1078,48.0,1,56930.85351644585
1079,35.0,2,53696.94472720589
1080,31.0,1,44472.08284119263
1081,61.0,0,50805.88055567814
1082,62.0,1,55621.233016229606
1083,58.0,0,50451.823221099985
1084,64.0,0,49220.62929574044
1085,54.0,2,63436.72953419047
1086,54.0,1,56738.99387326484
1087,54.0,2,61633.518605818885
1088,42.0,2,58868.60216360176
1089,41.0,0,51547.02640810759
1090,31.0,2,47294.84876950003
1091,49.0,2,62749.884598899414
1092,33.0,0,44054.301535155355
1093,32.0,0,42585.242823298475
1094,46.0,2,61377.543764992595
1095,38.0,2,56738.58879620395
1096,30.0,0,40846.80547452665
1097,57.0,1,56231.21142624373
1098,59.0,2,63174.44546482703
1099,28.0,2,42397.14969421158
1100,20.0,2,30443.121792217393
1101,35.0,1,49121.05829107369
1102,56.0,0,51055.80018562752
1103,58.0,1,56536.801584865636
1104,26.0,2,42198.687582497696
1105,55.0,2,62492.77695663239
1106,25.0,1,36079.71223012801
1107,38.0,0,48330.53875115688
1108,65.0,1,54760.17808899899
1109,29.0,0,38962.93470584585
1110,27.0,1,40113.30923726043
1111,39.0,1,54096.63622655629
1112,48.0,1,57422.971392024374
1113,62.0,1,55648.92113837817
1114,64.0,1,55570.93860558185
1115,23.0,0,31031.566665993465
1116,26.0,2,40320.493719213104
1117,56.0,1,57141.682485833575
1118,32.0,1,46704.005745001974
1119,60.0,1,56789.60325763965
1120,50.0,0,52402.76784762716
1121,25.0,1,36763.847551497354
1122,57.0,1,56624.80949858273
1123,28.0,2,43385.65144005039
1124,39.0,1,54683.79154019309
1125,45.0,1,55658.59729644217
1126,43.0,0,50528.68704589914
1127,51.0,1,56978.35872161277
1128,49.0,2,62473.43703752979
1129,65.0,1,56213.4174574801
1130,65.0,1,55174.9435628915
1131,43.0,0,52393.51972793578
1132,24.0,1,35058.4676412124
1133,53.0,2,62442.2352264009
1134,64.0,1,55285.05422564092
1135,34.0,2,53165.30251628492
1136,41.0,1,55113.455526663216
1137,39.0,2,57271.95992693876
1138,22.0,1,33129.30845003132
1139,50.0,2,62696.83504692617
1140,36.0,1,50889.6311311913
1141,55.0,1,57797.1926745786
1142,57.0,1,57062.69095245828
1143,57.0,1,57291.906138831924
1144,39.0,2,57527.126430317556
1145,34.0,0,45836.42184455809
1146,54.0,2,62482.921092721685
1147,56.0,2,62489.894957079465
1148,42.0,2,59797.16315893098
1149,60.0,1,56264.31325115018
1150,26.0,2,41378.67445689316
1151,60.0,0,50839.30357067691
1152,24.0,1,35517.50555779825
1153,27.0,2,42167.55074494711
1154,44.0,2,61408.00173487289
1155,23.0,1,33619.70105636438
1156,22.0,1,31914.129678657588
1157,20.0,2,29828.259538216305
1158,40.0,2,59267.448680570225
1159,55.0,2,62025.01340549224
1160,22.0,1,31506.517050766513
1161,49.0,2,61885.73758496231
1162,57.0,1,57246.06476824604
1163,28.0,1,40180.69337818548
1164,27.0,2,41322.64724498143
1165,59.0,1,55974.939181883674
1166,57.0,0,51545.62855790948
1167,44.0,2,59844.15372610811
1168,57.0,1,56092.21542674623
1169,24.0,0,33035.08595255328
1170,38.0,1,53421.637935864885
1171,53.0,0,51526.19911192715
1172,32.0,2,49403.960415321635
1173,54.0,2,62898.26317669884
1174,43.0,0,51357.44623208226
1175,54.0,2,63167.908440802115
1176,41.0,2,59236.893206114655
1177,37.0,2,55125.60144463766
1178,30.0,0,40172.93667925173
1179,29.0,0,39480.85505296879
1180,54.0,2,63084.52248239439
1181,25.0,0,34457.01890936143
1182,24.0,1,34323.86057818601
1183,28.0,2,44509.10831047533
1184,28.0,1,41643.92022675086
1185,57.0,0,51311.61539461797
1186,38.0,2,55791.53010849086
1187,65.0,1,55530.70438975549
1188,26.0,0,34972.985432515874
1189,49.0,1,57397.07983445997
1190,40.0,1,54580.0583727253
1191,38.0,2,55619.46857942869
1192,59.0,0,49492.93558665048
1193,64.0,1,55803.26784429489
1194,59.0,0,49494.88781264284
1195,29.0,0,38865.05782027656
1196,30.0,0,41253.19461975513
1197,50.0,1,57019.783296217436
1198,33.0,1,46767.223034590745
1199,53.0,0,51853.55034419543
1200,45.0,0,51409.03662872732
1201,45.0,2,60769.64206522003
1202,57.0,0,50526.662743695044
1203,52.0,1,57250.355564066434
1204,21.0,0,27508.566394418915
1205,22.0,1,31729.091836638083
1206,47.0,2,62292.12142319084
1207,42.0,1,55569.566288209186
1208,32.0,1,46131.36250060759
1209,39.0,0,49527.12738724175
1210,54.0,0,51790.43534085093
1211,57.0,0,50923.09491797466
1212,45.0,1,56328.58753411718
1213,37.0,2,56134.42475171634
1214,32.0,0,42931.23734715635
1215,43.0,1,55672.5600781499
1216,34.0,2,51753.27206783563
1217,45.0,1,56093.21047007776
1218,50.0,2,62586.61761528681
1219,23.0,1,32809.92674048936
1220,20.0,1,28394.734531766986
1221,30.0,2,47593.70010198613
1222,60.0,1,56165.42537793732
1223,49.0,2,62326.08094995216
1224,28.0,2,43749.36351663767
1225,60.0,0,50348.56198436915
1226,41.0,0,50675.00702728668
1227,41.0,1,56225.11891836731
1228,62.0,1,56423.2011523187
1229,23.0,1,32686.490358745334
1230,30.0,1,44228.662894723464
1231,46.0,2,61611.01495809875
1232,29.0,2,44970.85403400334
1233,51.0,2,62011.68456712323
1234,30.0,0,40216.758557344714
1235,24.0,2,38372.51773091366
1236,29.0,2,46198.263133801294
1237,39.0,2,57734.30454100252
1238,28.0,1,41634.36502228319
1239,26.0,1,37750.510447233915
1240,59.0,1,57122.49049238034
1241,34.0,1,48969.681101710106
1242,36.0,0,48200.617412032785
1243,22.0,1,32602.427901939955
1244,36.0,0,47104.712798198976
1245,32.0,2,49210.18683598188
1246,47.0,2,61607.453560102076
1247,29.0,0,39526.39434414101
1248,60.0,0,49821.35935366513
1249,62.0,1,56287.368106778595
1250,24.0,2,37553.90336491041
1251,25.0,0,33153.84083955674
1252,25.0,1,36419.42710188431
1253,48.0,0,52208.20419929324
1254,25.0,2,39484.693654847506
1255,58.0,2,63369.14767590423
1256,54.0,0,52042.74609951467
1257,57.0,0,52175.62806502293
1258,44.0,0,51331.41337154838
1259,65.0,2,62406.81286972793
1260,22.0,2,33295.43344727098
1261,38.0,1,52582.04979825016
1262,35.0,0,46649.92141539681
1263,63.0,1,55578.116376888574
1264,46.0,2,59969.69309472579
1265,56.0,2,62146.025345417576
1266,28.0,1,39338.22565538522
1267,64.0,2,61620.48410191211
1268,42.0,2,59424.23995287695
1269,42.0,2,59792.97608368845
1270,64.0,1,54737.239129448164
1271,37.0,0,48730.9323678121
1272,38.0,1,51739.604083768194
1273,46.0,1,56514.5924952286
1274,26.0,2,39775.20171892353
1275,34.0,2,52751.299006190806
1276,29.0,2,44999.729154168475
1277,25.0,2,38673.03072699244
1278,59.0,1,56421.6226255214
1279,47.0,2,61049.59250167371
1280,36.0,1,50960.6986731582
1281,38.0,2,57582.74731756639
1282,39.0,0,50830.889713971985
1283,48.0,0,52434.664086210585
1284,62.0,0,50104.944466032495
1285,62.0,0,49889.330572730505
1286,38.0,2,56345.53197689679
1287,35.0,2,53797.64004051916
1288,40.0,0,50923.277185472034
1289,46.0,1,56207.015011612835
1290,41.0,2,59053.10417235695
1291,50.0,2,62570.052583674245
1292,45.0,1,55176.11637847387
1293,34.0,1,48807.88870978959
1294,36.0,0,46998.20968494345
1295,37.0,2,55180.89513129436
1296,24.0,0,32672.91035269991
1297,27.0,2,43842.69849603455
1298,53.0,2,62665.79993748937
1299,38.0,0,47389.738707850054
1300,30.0,1,42753.3887155448
1301,45.0,2,60736.588840842756
1302,54.0,1,56698.159104763414
1303,32.0,0,42635.69790844203
1304,57.0,0,50911.60305154542
1305,62.0,1,56735.4920297902
1306,47.0,0,51486.74734766015
1307,50.0,2,62396.25030891158
1308,22.0,2,34343.44793794508
1309,63.0,0,49906.04869295525
1310,38.0,0,48735.215671211474
1311,62.0,0,48821.70788095764
1312,46.0,1,56555.14319244426
1313,20.0,2,29891.251466174082
1314,22.0,0,29070.97037788684
1315,51.0,2,62861.4851542847
1316,45.0,2,60982.4434733496
1317,21.0,0,27834.73259624438
1318,53.0,0,52485.05189861337
1319,58.0,2,63075.14805354785
1320,42.0,1,55722.3626785728
1321,41.0,1,56312.48034783212
1322,20.0,0,25679.30610004726
1323,55.0,1,56367.35473973219
1324,35.0,1,49365.02630048807
1325,60.0,2,62313.09506893701
1326,37.0,1,50233.82842938957
1327,45.0,1,56030.93608959974
1328,32.0,0,43337.17304587212
1329,27.0,2,42348.44290432456
1330,55.0,2,62111.76929415289
1331,42.0,2,59842.46280160698
1332,44.0,2,60511.221038719515
1333,63.0,2,62513.165401262864
1334,63.0,2,61843.14007223601
1335,59.0,2,62936.92839525823
1336,28.0,1,41014.46698613853
1337,47.0,0,51759.652226935825
1338,60.0,0,51446.16977890052
1339,37.0,2,54709.113684444055
1340,25.0,2,37586.9121221868
1341,56.0,1,56224.11140962319
1342,42.0,2,59174.14274229825
1343,45.0,0,51878.832171438844
1344,64.0,1,56013.97247956088
1345,47.0,1,56821.809526298974
1346,39.0,0,49961.727430364226
1347,37.0,2,54357.76892068869
1348,39.0,1,53308.589758784285
1349,25.0,0,33374.65492376499
1350,56.0,2,62868.27981244227
1351,58.0,1,57133.31073748192
1352,33.0,1,47057.43436171797
1353,34.0,1,48258.658103234535
1354,59.0,1,57003.61213316696
1355,21.0,1,29631.65504150906
1356,43.0,2,60894.01008133006
1357,41.0,2,58790.996158112786
1358,51.0,1,57220.09442287187
1359,27.0,0,36883.31445917352
1360,50.0,0,52808.64237985837
1361,37.0,2,54626.56576058029
1362,48.0,0,52900.31205620236
1363,22.0,2,33404.89862448014
1364,41.0,1,56069.578204634716
1365,44.0,1,55855.03695060933
1366,30.0,0,40203.716272270576
1367,26.0,1,38505.35399784183
1368,28.0,2,44984.18859821308
1369,35.0,0,46129.138092614885
1370,24.0,2,36595.29627741437
1371,63.0,0,48798.0500617032
1372,38.0,1,53177.89850696645
1373,56.0,1,57629.731482655836
1374,64.0,2,61464.70361298118
1375,24.0,0,31525.678641900904
1376,49.0,1,57157.056738152714
1377,59.0,2,63460.266033612425
1378,49.0,0,53410.43030581912
1379,39.0,1,54449.01935133323
1380,39.0,1,54787.27988653868
1381,22.0,0,28862.565933302536
1382,44.0,1,55374.09766718651
1383,65.0,1,55907.37453663631
1384,63.0,0,49047.64516372884
1385,22.0,2,33065.319008019775
1386,52.0,2,63069.86852254157
1387,34.0,0,44619.88566426531
1388,61.0,1,56924.34583987495
1389,22.0,2,34220.39964467563
1390,62.0,0,48987.23277518582
1391,58.0,0,49873.869524469694
1392,25.0,1,37198.438509557294
1393,23.0,2,35421.362317113875
1394,58.0,2,62628.29730815153
1395,27.0,1,39510.35714550975
1396,44.0,2,60871.16975841134
1397,61.0,1,56695.50073476754
1398,46.0,2,60785.215797105804
1399,38.0,1,53140.97354057457
1400,40.0,2,58835.766289906765
1401,23.0,1,32904.869418372036
1402,64.0,2,62240.62578163014
1403,34.0,2,51345.60644506661
1404,29.0,2,44164.101565692865
1405,33.0,0,44989.18302120853
1406,63.0,2,61714.377746601225
1407,24.0,0,32741.192496869568
1408,59.0,2,62789.899588233304
1409,52.0,0,52102.296804746016
1410,57.0,2,62835.74496768158
1411,64.0,1,55881.41376972527
1412,58.0,1,56275.17827611539
1413,62.0,2,62523.18806631896
1414,26.0,1,37009.915725721
1415,56.0,0,52208.23750516468
1416,45.0,0,51897.87357365561
1417,44.0,2,60209.978859465176
1418,60.0,1,56580.8505900897
1419,64.0,2,61664.45559663499
1420,52.0,0,52285.34463260817
1421,42.0,0,51146.98523410129
1422,41.0,2,58774.92517775734
1423,37.0,0,47965.64487777469
1424,36.0,2,55743.81472600532
1425,38.0,1,52425.2848042302
1426,24.0,1,34445.066836228005
1427,23.0,0,31141.655660651333
1428,55.0,0,51716.75445660049
1429,40.0,2,58706.400046216935
1430,62.0,1,55576.53061965154
1431,48.0,1,56871.27914822985
1432,22.0,2,32666.23342539325
1433,27.0,1,39230.211407102426
1434,29.0,2,45324.17166958908
1435,64.0,2,61913.70208984478
1436,30.0,1,43517.16259486592
1437,43.0,0,51177.16872707789
1438,62.0,1,56212.657649357585
1439,64.0,2,63215.74670687251
1440,31.0,0,42302.10217742819
1441,22.0,1,32676.9561870782
1442,27.0,0,36187.20862630838
1443,23.0,1,33635.33520059928
1444,29.0,2,45081.28932344314
1445,46.0,1,56889.59103627691
1446,61.0,2,62622.83239569369
1447,44.0,0,51454.59385683172
1448,48.0,2,62219.08432731354
1449,29.0,2,45715.842480858155
1450,56.0,2,61615.90675029355
1451,48.0,1,56888.063105131245
1452,59.0,2,62936.20209328914
1453,63.0,2,62368.91682507092
1454,36.0,2,54021.377376354874
1455,24.0,2,36751.05080991881
1456,30.0,0,41294.90840945755
1457,40.0,1,54624.986195358484
1458,63.0,2,62142.65194948832
1459,37.0,2,55089.10219414774
1460,55.0,0,52020.47225434325
1461,44.0,1,56253.09707834384
1462,28.0,0,38520.986069247454
1463,34.0,0,46458.42768415112
1464,49.0,0,52645.94480866275
1465,50.0,2,63100.248343821695
1466,40.0,0,50700.65502018763
1467,30.0,1,44141.37548776883
1468,52.0,0,51473.27032356373
1469,28.0,2,43119.50651828583
1470,62.0,2,60953.24161762867
1471,28.0,1,41716.76919335054
1472,25.0,2,38539.45974226979
1473,42.0,0,51250.33820104277
1474,43.0,2,60136.72298976499
1475,43.0,1,55091.58553222571
1476,40.0,1,55307.84253230792
1477,65.0,0,48901.37346874553
1478,42.0,2,59172.87327635998
1479,42.0,0,51498.469952610605
1480,39.0,2,57830.74544048148
1481,23.0,2,35166.09754367926
1482,47.0,2,61107.050257842726
1483,30.0,0,41255.730403672555
1484,49.0,2,62715.24942387522
1485,22.0,2,34314.50687421329
1486,64.0,1,55650.31194846924
1487,41.0,1,55702.52407675318
1488,60.0,0,50407.56842908969
1489,41.0,1,55550.839336788194
1490,23.0,2,34933.7085923933
1491,57.0,0,51394.96829416266
1492,49.0,2,61986.82165515389
1493,55.0,0,50894.515140053205
1494,39.0,2,58574.59670468656
1495,49.0,1,57929.25253168124
1496,59.0,0,50247.99842395068
1497,48.0,1,57189.13206938202
1498,36.0,0,46420.87847296351
1499,50.0,1,57895.14728262013
1500,50.0,1,57599.97901865089
1501,63.0,1,57518.45348065534
1502,37.0,0,47540.33772671986
1503,39.0,0,50897.325706623466
1504,57.0,2,63317.31532267557
1505,43.0,1,55956.62477038088
1506,53.0,1,57203.9627406683
1507,41.0,0,51150.45773380676
1508,30.0,2,46500.571395338695
1509,54.0,0,52359.815271177475
1510,26.0,2,39733.65287364773
1511,29.0,2,45146.61611164249
1512,48.0,0,52089.97565493165
1513,54.0,0,50911.47458770939
1514,60.0,0,50851.170982165706
1515,32.0,0,43797.8520744118
1516,25.0,2,38320.543511594136
1517,63.0,1,56410.64629262371
1518,27.0,1,38428.33217837574
1519,29.0,1,42280.832833886634
1520,33.0,2,50668.66125681279
1521,44.0,2,60381.78818011383
1522,60.0,0,50595.84249081935
1523,54.0,2,62461.4791683893
1524,52.0,1,57119.40455000013
1525,28.0,2,43417.522938304726
1526,36.0,2,54996.472721953316
1527,42.0,1,55092.69594352067
1528,27.0,1,39854.53306066037
1529,32.0,1,46217.18802891367
1530,34.0,0,44995.023786336445
1531,26.0,0,35019.165674634874
1532,45.0,1,56044.318581291176
1533,52.0,2,63191.18160622552
1534,23.0,1,33536.11924414105
1535,42.0,1,55310.18371529346
1536,55.0,1,57665.682007817326
1537,54.0,0,51260.342949168866
1538,57.0,1,56549.429307248036
1539,40.0,1,55323.9923391332
1540,57.0,2,62900.733212707266
1541,31.0,2,48161.97678814828
1542,36.0,2,54420.17415546744
1543,28.0,1,40640.679436816885
1544,41.0,2,59928.58195898771
1545,38.0,0,48762.89833346306
1546,31.0,0,41405.6008524437
1547,54.0,2,62035.04881840245
1548,34.0,1,49292.14587582347
1549,32.0,0,42916.814050568224
1550,26.0,1,37697.46719183564
1551,40.0,2,59371.82511467377
1552,34.0,0,44904.46194306834
1553,37.0,1,50900.184442542915
1554,31.0,2,47236.00513391798
1555,54.0,2,63434.94423642318
1556,62.0,1,55609.38757783955
1557,42.0,2,59565.79206447436
1558,49.0,2,62313.47698692705
1559,59.0,1,56488.285530731584
1560,65.0,2,62292.169234446344
1561,48.0,2,60928.99857178259
1562,60.0,0,50382.77750975857
1563,61.0,0,50572.63304517011
1564,56.0,2,62840.536538508655
1565,41.0,0,50825.06025159148
1566,24.0,2,35909.02834282687
1567,21.0,1,28997.981543956303
1568,41.0,2,58859.67865139404
1569,42.0,1,56203.173800246404
1570,38.0,0,49410.01183595423
1571,46.0,0,51486.72383310572
1572,45.0,1,55684.57970848176
1573,58.0,1,56418.712982456695
1574,25.0,0,32723.736614803784
1575,30.0,2,47406.983504801945
1576,56.0,0,50961.53189388636
1577,58.0,2,62699.83588087803
1578,65.0,0,49338.64597484947
1579,59.0,0,51126.79046845766
1580,60.0,1,56616.832734846466
1581,34.0,1,49122.840345762044
1582,38.0,1,53575.306100834016
1583,32.0,0,43192.9373021698
1584,47.0,0,52251.78422524681
1585,62.0,0,49547.39081873072
1586,36.0,1,49565.91153204557
1587,45.0,2,61413.8153192884
1588,33.0,1,47969.70356366735
1589,28.0,2,43411.74589441091
1590,29.0,0,38920.22349798186
1591,23.0,0,30969.68682465603
1592,63.0,0,49570.23047712268
1593,38.0,0,48728.662026434
1594,58.0,0,50706.07490938277
1595,51.0,1,58219.613181256005
1596,29.0,2,44171.89662615984
1597,28.0,1,40327.86046213095
1598,57.0,2,63949.25465929894
1599,32.0,0,43382.54584604161
1600,61.0,2,62023.6887506285
1601,26.0,0,35036.26636350032
1602,50.0,0,51564.27387323575
1603,57.0,1,56883.424630971575
1604,31.0,1,45009.20140380217
1605,32.0,0,44188.73046049596
1606,63.0,0,48532.00324653906
1607,32.0,2,48625.57993740616
1608,39.0,2,58157.90540581914
1609,39.0,2,59749.677063017305
1610,31.0,0,42829.51499803451
1611,55.0,1,57195.339997910625
1612,55.0,2,61887.53820473672
1613,37.0,1,50666.74905452802
1614,58.0,0,51003.29272306866
1615,30.0,2,46264.26866868089
1616,20.0,2,29804.865829703318
1617,46.0,0,51665.162860051525
1618,65.0,2,61652.4730137444
1619,22.0,2,32506.078066630573
1620,29.0,1,43691.95142889388
1621,43.0,0,51059.40968853013
1622,56.0,2,62361.92597061582
1623,24.0,2,36991.94466110424
1624,38.0,0,49138.69958666589
1625,54.0,0,51350.402623732836
1626,37.0,0,48208.478389036405
1627,28.0,2,44206.23168822962
1628,29.0,1,42034.84058016454
1629,38.0,0,50273.74470400465
1630,42.0,1,54908.82823501695
1631,59.0,2,62860.45235622034
1632,49.0,0,52837.50925936373
1633,51.0,1,57548.1401058004
1634,64.0,0,49170.90777317267
1635,39.0,0,50595.8068310849
1636,38.0,1,52959.12026362217
1637,62.0,2,62446.977395250244
1638,31.0,2,48109.018311334396
1639,53.0,0,52007.20371196406
1640,54.0,0,52190.90074539002
1641,24.0,1,35089.73448278148
1642,41.0,0,50106.29675779983
1643,29.0,0,39827.24153196432
1644,28.0,1,40863.12284535417
1645,41.0,2,59676.230960769884
1646,33.0,1,47326.10815578586
1647,56.0,2,62971.55455165576
1648,61.0,0,49773.16208226988
1649,56.0,1,56620.14667428519
1650,32.0,1,45998.51018177575
1651,32.0,2,49062.116157876306
1652,31.0,1,46164.76343517233
1653,26.0,2,39648.47907949537
1654,62.0,2,62801.56415252239
1655,38.0,2,56922.78033981858
1656,30.0,1,44022.69532384932
1657,58.0,0,51052.5186197432
1658,38.0,1,52919.03412572579
1659,22.0,1,30322.71213853337
1660,27.0,0,37170.551876988895
1661,49.0,0,52680.53146166266
1662,55.0,2,62027.65865008949
1663,29.0,1,43377.30519795738
1664,61.0,2,61058.55730017873
1665,58.0,0,49876.22596958049
1666,58.0,2,62782.263325778214
1667,30.0,2,47084.787311235465
1668,22.0,1,31399.127510238675
1669,59.0,1,56570.081335549905
1670,34.0,2,51315.23652444552
1671,48.0,1,56468.50538929568
1672,54.0,2,61680.47549403335
1673,26.0,0,33816.60965970048
1674,55.0,0,51841.8510019585
1675,62.0,0,49618.84552778696
1676,53.0,0,52429.39996524977
1677,40.0,2,58609.7033356486
1678,59.0,2,62677.48497625168
1679,44.0,1,55871.19611769902
1680,54.0,1,57170.754189254156
1681,57.0,2,62546.51840530548
1682,54.0,1,56905.05874393873
1683,33.0,1,46634.005607943895
1684,25.0,0,34494.09666590503
1685,31.0,0,42522.00721738873
1686,43.0,2,60749.88796242757
1687,43.0,2,59681.476570582265
1688,46.0,1,56188.16355080321
1689,38.0,2,56058.358003668436
1690,55.0,2,62412.0812989281
1691,61.0,0,50146.19388824954
1692,31.0,2,47824.188658762796
1693,53.0,2,61760.1320767273
1694,51.0,0,52423.2244803483
1695,44.0,0,49765.6563196871
1696,28.0,2,44422.772464237445
1697,56.0,0,50870.53586855008
1698,63.0,0,49921.622407317176
1699,52.0,0,52527.29044845005
1700,61.0,0,50644.51292567656
1701,64.0,1,55469.10917482268
1702,36.0,1,49858.93636886059
